id,name,chain,type,seat,location,menu items,rate
14457,GUCKENHEIMER @ BELKIN,FALSE,Restaurant,168,1,20,5
14458,PITA ON VINE,TRUE,Restaurant,8,0,9,3
14459,MAMA JOAN'S SOUL FOOD,TRUE,Restaurant,31,1,15,4.5
14460,SERGIO'S TACOS,FALSE,Fast Food,48,1,20,3.5
14461,LUCKY CHINA,FALSE,Restaurant,27,1,15,4.5
14462,TIMO'S BAKERY,TRUE,Bakery,23,1,15,3
14463,NEW DONUTS,TRUE,Fast Food,4,0,9,2.5
14464,DON FRANCISCO'S CAFE,FALSE,Restaurant,21,1,15,4.5
14465,NICK'S BURGERS,FALSE,Fast Food,24,1,15,3.5
14466,LA NUMERO UNO-PUPUSERIA SALV,FALSE,Restaurant,48,1,20,5
14467,MARISCOS LINDA,FALSE,Restaurant,35,1,9,3
14468,THE SYCAMORE KITCHEN,FALSE,Restaurant,11,0,9,3
14469,A' BLOC BICYCLE CAFE,FALSE,Restaurant,29,1,15,4.5
14470,TACO TU MADRE RESTAURANT,TRUE,Fast Food,18,1,12,2.5
14471,LILIYA CHINA BISTRO,FALSE,Restaurant,138,1,20,5
14472,SWEETFIN POKE,TRUE,Restaurant,20,1,9,3
14473,THE BOILING CRAB,FALSE,Restaurant,224,1,20,5
14474,BLUE C SUSHI,FALSE,Restaurant,61,1,20,5
14475,TACO BELL,TRUE,Fast Food,44,1,20,3.5
14476,EDIBLE ARRANGEMENTS,TRUE,Restaurant,18,1,12,4
14477,IT'S BOBA TIME,TRUE,Restaurant,46,1,20,5
14478,CHINA GATE,FALSE,Restaurant,23,1,15,4.5
14479,DENNY'S #7566,FALSE,Restaurant,136,1,20,5
14480,TACO BELL #004554,TRUE,Fast Food,47,1,20,3.5
14481,SUSANA'S RESTAURANT,TRUE,Restaurant,8,0,9,3
14482,UNITED AIRLINES LOUNGE,FALSE,Restaurant,218,1,20,5
14483,BADMASH,FALSE,Restaurant,36,1,20,5
14484,SWEET GREEN,TRUE,Restaurant,46,1,20,5
14485,CALIFORNIA STEAK & FRIES,FALSE,Restaurant,2,0,9,3
14486,L.A. BBQ KING,FALSE,Restaurant,47,1,20,5
14487,SUBWAY SANDWICHES & SALADS,TRUE,Fast Food,7,0,9,2.5
14488,KAITEN-SUSHI DAICHAN,FALSE,Restaurant,131,1,20,5
14489,LA CHIQUITA,TRUE,Restaurant,12,0,9,3
14490,MI TIERRA RESTAURANT,TRUE,Restaurant,41,1,20,5
14491,M&M MINI MARKET & RESTAURANT,TRUE,Restaurant,26,1,15,4.5
14492,AMERICAN TEA ROOM,FALSE,Restaurant,5,0,9,3
14493,DEL TACO #976,TRUE,Fast Food,62,1,20,3.5
14494,LOS PETATES RESTAURANT,TRUE,Restaurant,47,1,20,5
14495,MCDONALD'S # 6999,TRUE,Fast Food,63,1,20,3.5
14496,NEW MANDARIN GARDEN,FALSE,Restaurant,25,1,15,4.5
14497,OLYMPIC BURGER,TRUE,Fast Food,24,1,15,3.5
14498,CEMITAS POBLANAS ELVIRITA,FALSE,Restaurant,33,1,15,4.5
14499,EL GALLO GIRO,FALSE,Restaurant,45,1,20,5
14500,NAK WON HOUSE,FALSE,Restaurant,38,1,20,5
14501,HODORI RESTAURANT,TRUE,Restaurant,105,1,20,5
14502,CALIFORNIA MARKET,FALSE,Restaurant,26,1,15,4.5
14503,CALIFORNIA MARKET GIM BAP & UDON,FALSE,Restaurant,18,1,12,4
14504,GAJU SUSHI & UDON,TRUE,Restaurant,25,1,15,4.5
14505,HAEUNDAE RESTAURANT,TRUE,Restaurant,39,1,20,5
14506,NEW SHOGUN SUSHI,FALSE,Restaurant,45,1,20,5
14507,VINCENTI,FALSE,Restaurant,93,1,20,5
14508,SUSHI-KURA,FALSE,Restaurant,40,1,20,5
14509,PARTY PLANET BAKERY,TRUE,Bakery,9,0,9,3
14510,MEAT LOVE BBQ,FALSE,Restaurant,65,1,20,5
14511,LA TOSTADERIA,FALSE,Restaurant,3,0,9,3
14512,SUGARFISH,TRUE,Restaurant,39,1,20,5
14513,SERRANO CAFE,FALSE,Restaurant,28,1,15,4.5
14514,CIABATTA Pastry HOLLYWOOD LLC,FALSE,Pastry,20,1,9,3
14515,PURUSERIA MENCHITA,FALSE,Restaurant,13,0,9,3
14516,JOOM BANGKOK CAFE,FALSE,Restaurant,42,1,20,5
14517,SINOPOT,FALSE,Restaurant,116,1,20,5
14518,WOLFGANG PUCK Pastry & GRILL,FALSE,Restaurant,207,1,20,5
14519,NAKKARA ON BEVERLY,FALSE,Restaurant,41,1,20,5
14520,HILL STREET CAFE & CIGAR,FALSE,Restaurant,18,1,12,4
14521,SOY ROLL & KATSU,FALSE,Restaurant,10,0,9,3
14522,TRIMANA,TRUE,Restaurant,33,1,15,4.5
14523,ESCUELA TAQUERIA,FALSE,Restaurant,31,1,15,4.5
14524,PIZZA HUT #26209,TRUE,Pizza,18,1,12,3
14525,NEUTROGENA CAFE,FALSE,Restaurant,131,1,20,5
14526,ZINGO TACOS AL CARBON,FALSE,Fast Food,11,0,9,2.5
14527,FRESCO COMMUNITY MARKET,FALSE,Restaurant,7,0,9,3
14528,CAFE CONCERTO,FALSE,Restaurant,132,1,20,5
14529,VALERIE CONFECTIONS,TRUE,Restaurant,8,0,9,3
14530,TERRONI,FALSE,Restaurant,98,1,20,5
14531,PRAWN COASTAL,FALSE,Restaurant,27,1,15,4.5
14532,WEXLER'S DELI,TRUE,Restaurant,28,1,15,4.5
14533,CIARA WEST,FALSE,Restaurant,6,0,9,3
14534,JACK IN THE BOX #151,TRUE,Restaurant,38,1,20,5
14535,CAPITOL BURGERS,FALSE,Fast Food,12,0,9,2.5
14536,G & B COFFEE,FALSE,Cafe,25,1,15,3
14537,PAIK'S NOODLE,FALSE,Restaurant,75,1,20,5
14538,PANDA EXPRESS #792,TRUE,Fast Food,33,1,15,3.5
14539,CARL'S JR #408,TRUE,Restaurant,219,1,20,5
14540,RASPADOS ZACATECAS,FALSE,Restaurant,14,0,9,3
14541,MR. FLUFFY HEAD,FALSE,Restaurant,28,1,15,4.5
14542,HOLLYWOOD THAI RESTAURANT,TRUE,Restaurant,37,1,20,5
14543,LA FARFALA COFFE SHOP,FALSE,Restaurant,11,0,9,3
14544,PIZZA X-PRESS,FALSE,Pizza,17,1,12,3
14545,BENNY'S TACO & ROTTISERIE,FALSE,Fast Food,3,0,9,2.5
14546,TOWN,FALSE,Restaurant,127,1,20,5
14547,HAPPY LUNCH TO GO,FALSE,Restaurant,11,0,9,3
14548,CALIFORNIA ROLL & SUSHI,FALSE,Restaurant,25,1,15,4.5
14549,HOWLIN RAY'S,FALSE,Restaurant,18,1,12,4
14550,CALIFORNIA FRESH FOOD,TRUE,Restaurant,33,1,15,4.5
14551,PHO HOA VIETNAMESE RESTAURAN,FALSE,Restaurant,65,1,20,5
14552,TEJUINOS RIVERA - 2,FALSE,Restaurant,21,1,15,4.5
14553,LAS PALMAS DE COLIMA,FALSE,Restaurant,47,1,20,5
14554,HIGHLIGHT RESTAURANT,TRUE,Restaurant,32,1,15,4.5
14555,MACHOS TACOS,FALSE,Fast Food,40,1,20,3.5
14556,AFC SUSHI @ RALPH'S #210,FALSE,Restaurant,4,0,9,3
14557,WHAT THE FISH SUSHI RESTAURANT,TRUE,Restaurant,2,0,9,3
14558,DENNY'S #149,FALSE,Restaurant,87,1,20,5
14559,RAMEN NOODLE RESTAURANT,TRUE,Restaurant,27,1,15,4.5
14560,El HUARACHE AZTECA RESTAURANT INC.,TRUE,Restaurant,9,0,9,3
14561,AMC DINE-IN SUNSET 5,FALSE,Restaurant,20,1,9,3
14562,LA FAMA BAKERY,TRUE,Bakery,4,0,9,3
14563,MH ZH,FALSE,Restaurant,34,1,15,4.5
14564,SUBWAY #61351,TRUE,Fast Food,15,0,9,2.5
14565,SOULTANI RESTAURANT,TRUE,Restaurant,31,1,15,4.5
14566,SUMO DOG,FALSE,Restaurant,8,0,9,3
14567,SHAWARMA LAND,FALSE,Restaurant,41,1,20,5
14568,SAWTELLE TEMPURA HOUSE,FALSE,Restaurant,18,1,12,4
14569,LEE'S NOODLES,FALSE,Restaurant,6,0,9,3
14570,MEZE,FALSE,Restaurant,11,0,9,3
14571,ATITLAN EXPRESS,FALSE,Fast Food,11,0,9,2.5
14572,CASITAS DEL CAMPO,FALSE,Restaurant,196,1,20,5
14573,RESTAURANT LA GUADALUPANA,TRUE,Restaurant,34,1,15,4.5
14574,EL QUETZAL BAKERY,TRUE,Bakery,26,1,15,3
14575,EGGSLUT,TRUE,Restaurant,7,0,9,3
14576,CHOE GANG JIP,FALSE,Restaurant,21,1,15,4.5
14577,MIXTO,FALSE,Restaurant,12,0,9,3
14578,QUIZNO'S 5608,TRUE,Restaurant,28,1,15,4.5
14579,MRS. FISH,FALSE,Restaurant,114,1,20,5
14580,PERCH,TRUE,Restaurant,69,1,20,5
14581,LOS MOLCAJETES #1,TRUE,Restaurant,38,1,20,5
14582,MOO BONG RI SOO DAE,FALSE,Restaurant,32,1,15,4.5
14583,EL CID,FALSE,Restaurant,123,1,20,5
14584,VONS MARKET #2270,FALSE,Restaurant,28,1,15,4.5
14585,GUATEMALA RESTAURANT,TRUE,Restaurant,41,1,20,5
14586,BOWERY BUNGALOW,FALSE,Restaurant,19,1,12,4
14587,L & E,FALSE,Restaurant,47,1,20,5
14588,THAI FOOD EXPRESS,TRUE,Fast Food,39,1,20,3.5
14589,HOSPITAL KITCHEN,FALSE,Restaurant,185,1,20,5
14590,THAI BOOM,FALSE,Restaurant,32,1,15,4.5
14591,KABOB BOWL,FALSE,Restaurant,128,1,20,5
14592,WAHOOS FISH TACO,FALSE,Fast Food,122,1,20,3.5
14593,TOGO'S,TRUE,Restaurant,3,0,9,3
14594,TARGET,FALSE,Restaurant,36,1,20,5
14595,THE WELLES BOURNE,FALSE,Restaurant,73,1,20,5
14596,BANQUET KITCHEN (2ND FLOOR),FALSE,Restaurant,222,1,20,5
14597,BELLA COCO CAFE,FALSE,Restaurant,28,1,15,4.5
14598,POUR VOUS,FALSE,Restaurant,38,1,20,5
14599,BRASIL KISS COFFEE Pastry,TRUE,Cafe,12,0,9,4
14600,YUM YUM DONUTS #63-B,TRUE,Fast Food,26,1,15,3.5
14601,ILONGGO RESTAURANT,TRUE,Restaurant,22,1,15,4.5
14602,JUN WON RESTAURANT,TRUE,Restaurant,33,1,15,4.5
14603,BURGER KING #5180,TRUE,Fast Food,137,1,20,3.5
14604,TAMALES LUPITA,FALSE,Restaurant,22,1,15,4.5
14605,PANADERIA-LA AUETZALTECA,FALSE,Restaurant,18,1,12,4
14606,THE BELMONT,FALSE,Restaurant,88,1,20,5
14607,V'VALERIO'S FAMILY BAKESHOP,FALSE,Restaurant,25,1,15,4.5
14608,YOSHINOYA #2129,TRUE,Restaurant,32,1,15,4.5
14609,LA MORENITA OAXAQUENA,FALSE,Restaurant,46,1,20,5
14610,W-HOTEL LIVING ROOM  Pastry,FALSE,Pastry,91,1,20,3
14611,BANQUET ROOM 3RD FLOOR,FALSE,Restaurant,209,1,20,5
14612,PHO 24,FALSE,Restaurant,9,0,9,3
14613,KING TACO #102,TRUE,Fast Food,217,1,20,3.5
14614,SUSHI STOP,TRUE,Restaurant,22,1,15,4.5
14615,SUBWAY #10107,TRUE,Fast Food,12,0,9,2.5
14616,LA MAYORDOMIA,FALSE,Restaurant,5,0,9,3
14617,SUBWAY #39684,TRUE,Fast Food,10,0,9,2.5
14618,TACOS LA FONDA,FALSE,Fast Food,22,1,15,3.5
14619,MODAN EAGLEROCK RAMEN,TRUE,Restaurant,10,0,9,3
14620,RAUL'S GRILL,FALSE,Restaurant,25,1,15,4.5
14621,TOP VALUE MARKET,FALSE,Restaurant,28,1,15,4.5
14622,ROLL ROLL ROLL,FALSE,Restaurant,45,1,20,5
14623,EL ATACOR RESTAURANT #8,TRUE,Fast Food,2,0,9,2.5
14624,EAGLE CAFE,FALSE,Restaurant,90,1,20,5
14625,POINT-POINT JOINT #3,FALSE,Restaurant,49,1,20,5
14626,CALIFORNIA DONUTS,TRUE,Fast Food,2,0,9,2.5
14627,INDOCHINE VIEN,FALSE,Restaurant,15,0,9,3
14628,WET Pastry AND KITCHEN AT POOL LEVEL,FALSE,Restaurant,37,1,20,5
14629,GOLFO DE FONSECA,FALSE,Restaurant,48,1,20,5
14630,CHOO-CHOO BURBGER SHOP,FALSE,Restaurant,3,0,9,3
14631,DON LECHO,FALSE,Restaurant,48,1,20,5
14632,LUPE'S TACO STAND,FALSE,Fast Food,23,1,15,3.5
14633,CAFE 47',FALSE,Restaurant,27,1,15,4.5
14634,FRANKLIN & CO TAVERN,FALSE,Restaurant,13,0,9,3
14635,THE KIM BAP,FALSE,Restaurant,44,1,20,5
14636,TIERRA CAFE,FALSE,Restaurant,2,0,9,3
14637,LOFT Pastry AT POOL LEVEL,FALSE,Pastry,123,1,20,3
14638,PITA KITCHEN,FALSE,Restaurant,48,1,20,5
14639,TAQUERIA DON LUPE,FALSE,Restaurant,17,1,12,4
14640,SIN JUNG,FALSE,Restaurant,75,1,20,5
14641,W-HOTEL-STATION Pastry,FALSE,Pastry,110,1,20,3
14642,DELPHINE,FALSE,Restaurant,172,1,20,5
14643,EL BUEN GUSTO,TRUE,Restaurant,43,1,20,5
14644,YUMMY FOODS MARKET,TRUE,Restaurant,2,0,9,3
14645,COMPARI'S PIZZA,FALSE,Pizza,37,1,20,4
14646,RAJI'S,FALSE,Restaurant,16,1,12,4
14647,EL VENADO,FALSE,Restaurant,86,1,20,5
14648,KEUNGAMA TOFU RESTAURANT,TRUE,Restaurant,145,1,20,5
14649,TROIS FAMILIA,FALSE,Restaurant,47,1,20,5
14650,CARLYLE INN,FALSE,Restaurant,44,1,20,5
14651,THE GREAT AMERICAN GRILL & B,FALSE,Restaurant,128,1,20,5
14652,BONAVENTURE BONAVISTA LOUNGE,FALSE,Restaurant,178,1,20,5
14653,HIGH RISE CAFE,FALSE,Restaurant,10,0,9,3
14654,BURGER FACTORY #1,TRUE,Fast Food,20,1,9,2.5
14655,FAT BURGER BUFFELO CAFE,TRUE,Fast Food,122,1,20,3.5
14656,SHINTARO,FALSE,Restaurant,34,1,15,4.5
14657,LA INDIANA HOME MADE TAMALES,FALSE,Restaurant,5,0,9,3
14658,DOSANKO RAMEN,TRUE,Restaurant,45,1,20,5
14659,SNOW WHITE CAFE,FALSE,Restaurant,47,1,20,5
14660,ACA GRILL,TRUE,Restaurant,118,1,20,5
14661,DODGER STADIUM,FALSE,Restaurant,215,1,20,5
14662,ROLL CALL,FALSE,Restaurant,35,1,9,3
14663,RUNNING GOOSE,FALSE,Restaurant,92,1,20,5
14664,CHIPOTLE MEXICAN GRILL #1310,TRUE,Restaurant,36,1,20,5
14665,CAFE GIOIA,FALSE,Restaurant,44,1,20,5
14666,CAPRI RESTAURANT,TRUE,Restaurant,47,1,20,5
14667,KING BOWL,FALSE,Restaurant,24,1,15,4.5
14668,PATIO BURGERS AND BEER,FALSE,Fast Food,46,1,20,3.5
14669,EL COCHINITO INC,FALSE,Restaurant,12,0,9,3
14670,MARIELA'S TACO #2,FALSE,Fast Food,10,0,9,2.5
14671,SUBWAY #45825,TRUE,Fast Food,7,0,9,2.5
14672,LOS BURRITOS,TRUE,Restaurant,15,0,9,3
14673,PUBLIC,FALSE,Restaurant,136,1,20,5
14674,CAFE SPOT,FALSE,Restaurant,37,1,20,5
14675,SUBWAY #28619,TRUE,Fast Food,15,0,9,2.5
14676,THE BLACK SHEEP,FALSE,Restaurant,49,1,20,5
14677,HOLLYWOOD JUICE Pastry,TRUE,Pastry,4,0,9,3
14678,WI SPA,FALSE,Restaurant,37,1,20,5
14679,BELCAMPO MEAT COMAPNY,TRUE,Restaurant,24,1,15,4.5
14680,TACOS TUMBRAS FOOD PREP RM,TRUE,Fast Food,19,1,12,2.5
14681,PROOF BAKERY,TRUE,Bakery,16,1,12,3
14682,M.A.D COOKIN,FALSE,Restaurant,182,1,20,5
14683,EL CHARRO RESTAURANT,TRUE,Restaurant,21,1,15,4.5
14684,DUNKIN' DONUTS,TRUE,Fast Food,8,0,9,2.5
14685,FONUTS,FALSE,Restaurant,10,0,9,3
14686,PANDA EXPRESS # 2466,TRUE,Fast Food,49,1,20,3.5
14687,SABOR LATINO Y BAKERY RESTAURANT,TRUE,Bakery,5,0,9,3
14688,URBNMRKT,FALSE,Restaurant,43,1,20,5
14689,SPRING ST,FALSE,Restaurant,73,1,20,5
14690,25 DEGREES,FALSE,Restaurant,34,1,15,4.5
14691,MIGNON,FALSE,Restaurant,13,0,9,3
14692,LEI ALOHA,FALSE,Restaurant,37,1,20,5
14693,CHINESE HOUSE HAOCHI,FALSE,Restaurant,14,0,9,3
14694,BUTTERFLY DREAM,FALSE,Restaurant,5,0,9,3
14695,PA ORD NOODLES 3,TRUE,Restaurant,24,1,15,4.5
14696,RUBIO'S CAFE,FALSE,Restaurant,21,1,15,4.5
14697,GOLDEN POUCH,FALSE,Restaurant,5,0,9,3
14698,Noon Cafe,TRUE,Cafe,7,0,9,4
14699,TACOS TUMBRAS,TRUE,Fast Food,27,1,15,3.5
14700,MISO CATERING,FALSE,Restaurant,18,1,12,4
14701,RHEMA FAMILY RESTAURANT FUSION CUISNE,TRUE,Restaurant,2,0,9,3
14702,NORDSTROM,TRUE,Restaurant,38,1,20,5
14703,THE HOLLOWAY,FALSE,Restaurant,128,1,20,5
14704,BROTHER'S SANDWICH SHOP,FALSE,Restaurant,16,1,12,4
14705,THE OVERFLOW,FALSE,Restaurant,17,1,12,4
14706,LA PUPUSA LOCA,FALSE,Restaurant,40,1,20,5
14707,VIET,FALSE,Restaurant,34,1,15,4.5
14708,KOKIO RESTAURANT,TRUE,Restaurant,49,1,20,5
14709,800 DEGREES PIZZERIA,FALSE,Restaurant,48,1,20,5
14710,SHAKEY'S PIZZA PARLOR #17,FALSE,Pizza,209,1,20,4
14711,ERB,FALSE,Restaurant,126,1,20,5
14712,SMALL BATCH ICE CREAM,FALSE,Restaurant,26,1,15,4.5
14713,BURGER KING #903,TRUE,Fast Food,47,1,20,3.5
14714,TIP'S HOUSE,FALSE,Restaurant,45,1,20,5
14715,SNOW MONSTER,FALSE,Restaurant,26,1,15,4.5
14716,UMAMI BURGER,TRUE,Fast Food,32,1,15,3.5
14717,ANTIQUE CAFE,FALSE,Restaurant,36,1,20,5
14718,CARNITAS MICHOACAN #4,TRUE,Restaurant,38,1,20,5
14719,VERMONT SOON DAE,FALSE,Restaurant,40,1,20,5
14720,BRIDGE TAVERN,FALSE,Restaurant,82,1,20,5
14721,HONGKONG EXPRESS,FALSE,Fast Food,12,0,9,2.5
14722,YANG GANE,FALSE,Restaurant,16,1,12,4
14723,OZZIE'S DINER,FALSE,Restaurant,164,1,20,5
14724,ONDAL JIP RESTAURANT,TRUE,Restaurant,45,1,20,5
14725,GM FOOD CONCESSIONS,TRUE,Restaurant,3,0,9,3
14726,YUM YUM DONUTS #9147D,TRUE,Fast Food,25,1,15,3.5
14727,BIONICOS-RASPADOS EL MACHIN,FALSE,Restaurant,25,1,15,4.5
14728,DUNE LOS ANGELES,FALSE,Restaurant,4,0,9,3
14729,KENTUCKY FRIED CHICKEN,TRUE,Fast Food,37,1,20,3.5
14730,HACHE  LA,FALSE,Restaurant,47,1,20,5
14731,DETENTION CAFE,FALSE,Restaurant,24,1,15,4.5
14732,PAROS PIZZA,FALSE,Pizza,11,0,9,3
14733,BON VIVANT MARKET & CAFE,FALSE,Restaurant,48,1,20,5
14734,DEL CID M. M. & R.,FALSE,Restaurant,15,0,9,3
14735,BLVD. CAFE,FALSE,Restaurant,40,1,20,5
14736,SUNSET GRILL,FALSE,Restaurant,41,1,20,5
14737,MCDONALD'S,TRUE,Fast Food,140,1,20,3.5
14738,PANDA EXPRESS,TRUE,Fast Food,49,1,20,3.5
14739,EL TAURINO,FALSE,Restaurant,106,1,20,5
14740,MILENA BAKERY,TRUE,Bakery,8,0,9,3
14741,EL RINCON USULUTECO,FALSE,Restaurant,5,0,9,3
14742,GATEGOURMET,FALSE,Restaurant,161,1,20,5
14743,BASKIN ROBBINS,TRUE,Restaurant,1,0,9,3
14744,PLAZA SALOON,FALSE,Restaurant,33,1,15,4.5
14745,NEW BEVERLY CINEMA,TRUE,Restaurant,7,0,9,3
14746,ROC,TRUE,Restaurant,133,1,20,5
14747,OKI DOG 3,FALSE,Restaurant,12,0,9,3
14748,TORTAS AHOGADES ELGUERO,FALSE,Restaurant,21,1,15,4.5
14749,HAPPY TACO,FALSE,Fast Food,28,1,15,3.5
14750,NEW EAST INDIA GRILL,FALSE,Restaurant,46,1,20,5
14751,GOLF CLUBHOUSE GRIFFITH PARK,FALSE,Restaurant,145,1,20,5
14752,JUAN RESTAURANT,TRUE,Restaurant,16,1,12,4
14753,NO 1 TERIYAKI,FALSE,Restaurant,24,1,15,4.5
14754,CHESSCOS COCINA MEXICANA,FALSE,Restaurant,21,1,15,4.5
14755,SHOUBU,FALSE,Restaurant,139,1,20,5
14756,HOWARD'S CAFE,FALSE,Restaurant,42,1,20,5
14757,INDIA SWEETS & SPICES,TRUE,Restaurant,73,1,20,5
14758,CHAPINLANDIA BAKERY #2,TRUE,Bakery,20,1,9,3
14759,EATERIA & COFFEE LLC,FALSE,Cafe,26,1,15,3
14760,CATCH 56,FALSE,Restaurant,9,0,9,3
14761,PLAYAS LAS TUNAS,FALSE,Restaurant,147,1,20,5
14762,DENNY'S #8019,FALSE,Restaurant,135,1,20,5
14763,SUN HAI INN CHINESE,FALSE,Restaurant,38,1,20,5
14764,NAT'S THAI FOOD,TRUE,Restaurant,18,1,12,4
14765,KOPE POKI,FALSE,Restaurant,21,1,15,4.5
14766,Z'S CRAZY GOOD DTLA,FALSE,Restaurant,39,1,20,5
14767,GIAMELA'S,FALSE,Restaurant,16,1,12,4
14768,ALLACQUA,FALSE,Restaurant,31,1,15,4.5
14769,SUNDAY CAFE,FALSE,Restaurant,2,0,9,3
14770,ESTHER'S  RESTAURANT,TRUE,Restaurant,15,0,9,3
14771,P.A.T.H. KITCHEN,FALSE,Restaurant,16,1,12,4
14772,TACOS MEXICO #6,FALSE,Fast Food,23,1,15,3.5
14773,TACOS LA ESTRELLA,FALSE,Fast Food,19,1,12,2.5
14774,CJ SPA RESTAURANT,TRUE,Restaurant,37,1,20,5
14775,LOUISIANA FRIED CHICKEN & CHINA BOWL,TRUE,Restaurant,25,1,15,4.5
14776,SAY'S RASPADOS DE FRUTAS NAT,FALSE,Restaurant,24,1,15,4.5
14777,MI QUERIDO PULGARCITO,TRUE,Restaurant,44,1,20,5
14778,WATTS COFFEE HOUSE,FALSE,Cafe,40,1,20,3
14779,UMEDA,FALSE,Restaurant,12,0,9,3
14780,LA NUEVA ESTRELLA BAKERY,TRUE,Bakery,4,0,9,3
14781,POLLO CAMPERO #24,TRUE,Restaurant,117,1,20,5
14782,LYRIC CAFE,FALSE,Restaurant,47,1,20,5
14783,CHADO TEA ROOM,TRUE,Restaurant,24,1,15,4.5
14784,DAN SUNG SA,FALSE,Restaurant,33,1,15,4.5
14785,LE CAFE NOIR,FALSE,Restaurant,4,0,9,3
14786,CHOIGANEI KOREAN BBQ,FALSE,Restaurant,62,1,20,5
14787,GUS'S DRIVE-IN,FALSE,Restaurant,48,1,20,5
14788,GAAM KARAOKE,FALSE,Restaurant,72,1,20,5
14789,JACK IN THE BOX # 3339,TRUE,Restaurant,95,1,20,5
14790,CHINESE EXPRESS,TRUE,Fast Food,24,1,15,3.5
14791,RINCON DE GUYABITOS,FALSE,Restaurant,49,1,20,5
14792,ROUND RESTAURANT,TRUE,Restaurant,26,1,15,4.5
14793,CHIPOTLE MEXICAN GRILL,TRUE,Restaurant,72,1,20,5
14794,CHALIOS,FALSE,Restaurant,107,1,20,5
14795,CHA CHA LOUNGE,FALSE,Restaurant,32,1,15,4.5
14796,CHERBOURG,FALSE,Restaurant,29,1,15,4.5
14797,THE BOWERY,FALSE,Restaurant,2,0,9,3
14798,MODERN EATS,FALSE,Restaurant,45,1,20,5
14799,VEGAS SEAFOOD BUFFET,TRUE,Restaurant,168,1,20,5
14800,AHGASSI GOPCHANG,FALSE,Restaurant,136,1,20,5
14801,DELICIAS DE EL SALVADOR,TRUE,Restaurant,45,1,20,5
14802,CHINA FOOD EXPRESS #1,TRUE,Fast Food,26,1,15,3.5
14803,PITA Pastry & GRILL,FALSE,Restaurant,9,0,9,3
14804,PANDA KING,TRUE,Restaurant,45,1,20,5
14805,GLAZE  DONUT,FALSE,Fast Food,10,0,9,2.5
14806,LAZY BREWING COMPANY,FALSE,Restaurant,17,1,12,4
14807,EXPRESS DELI,TRUE,Fast Food,33,1,15,3.5
14808,LAS DELICIAS BAKERY,TRUE,Bakery,20,1,9,3
14809,LUPE'S LUNCH ROOM RESTAURANT,TRUE,Restaurant,3,0,9,3
14810,TROY DRIVE IN #8,FALSE,Restaurant,76,1,20,5
14811,SUBWAY SANDWICH #18772,TRUE,Fast Food,31,1,15,3.5
14812,TIME OUT,FALSE,Restaurant,12,0,9,3
14813,BACKYARD BOWLS,TRUE,Restaurant,33,1,15,4.5
14814,SWEETFIN POKE,TRUE,Restaurant,25,1,15,4.5
14815,VONS MARKET,FALSE,Restaurant,28,1,15,4.5
14816,CANTALOOP,FALSE,Restaurant,25,1,15,4.5
14817,MERLE NORMAN COSMETICS INC.,FALSE,Restaurant,164,1,20,5
14818,KINGS ROAD Pastry/CAFE INC,FALSE,Pastry,81,1,20,3
14819,ELF CAFE,FALSE,Restaurant,5,0,9,3
14820,LOS COMALES CAFE #2,FALSE,Restaurant,45,1,20,5
14821,"TAM,JOYCE",FALSE,Restaurant,16,1,12,4
14822,SIXTH ST. TAVERN,FALSE,Restaurant,66,1,20,5
14823,TAQUERIA AMECA,FALSE,Restaurant,16,1,12,4
14824,JJ GRAND HOTEL,FALSE,Restaurant,129,1,20,5
14825,LOCOL,FALSE,Restaurant,110,1,20,5
14826,LOS TAPATIOS RESTAURANT,TRUE,Restaurant,21,1,15,4.5
14827,DELICIAS MEXICAN FOOD,TRUE,Restaurant,18,1,12,4
14828,FRESH & EASY CATERING MARKET,FALSE,Restaurant,16,1,12,4
14829,MARKET PROVISIONS,FALSE,Restaurant,48,1,20,5
14830,OSTIONERIA COLINA SEAFOOD RESTAURANT,TRUE,Restaurant,2,0,9,3
14831,SUBWAY-48844,TRUE,Fast Food,48,1,20,3.5
14832,PINK DONUT,TRUE,Fast Food,21,1,15,3.5
14833,SHAVUHYANG,FALSE,Restaurant,108,1,20,5
14834,ROBERT'S RUSSIAN CUISINE,FALSE,Restaurant,48,1,20,5
14835,PIZZERIA MOZZA,FALSE,Restaurant,106,1,20,5
14836,GOLDEN CRANE EXPRESS,FALSE,Fast Food,6,0,9,2.5
14837,ARAYA'S PLACE,FALSE,Restaurant,14,0,9,3
14838,SHUHARI,FALSE,Restaurant,4,0,9,3
14839,RESTORE,FALSE,Restaurant,26,1,15,4.5
14840,PLANET RESTAURANT,TRUE,Restaurant,11,0,9,3
14841,M PIZZA,FALSE,Pizza,41,1,20,4
14842,YERIM,FALSE,Restaurant,110,1,20,5
14843,RAFFALLO'S PIZZA,TRUE,Pizza,35,1,9,3
14844,PHILLY'S PIZZA & GRILL #1,FALSE,Pizza,12,0,9,3
14845,DELTA AIRLINE T2,FALSE,Restaurant,25,1,15,4.5
14846,M & T DONUT SHOP,FALSE,Fast Food,28,1,15,3.5
14847,JOAN AND SISTERS RESTAURANT,TRUE,Restaurant,12,0,9,3
14848,U-ZEN,FALSE,Restaurant,84,1,20,5
14849,BREAK ROOM CAFE,TRUE,Restaurant,25,1,15,4.5
14850,BURGER KING # 5567,TRUE,Fast Food,137,1,20,3.5
